8000,1000
8001,1000
8002,1000
8005,100
8006,1000
8007,1000
8008,100
8011,1000
8012,1000
8013,1000
8014,1000
8015,100
8016,1000
8018,100
8020,1000
8022,1000
8023,1000
8024,1000
8025,1000
8027,1000
8028,100
8029,1000
8030,1000
8031,100
8032,1000
8035,100
8036,100
8037,1000
8038,1000
8039,1000
8040,1000
8041,1000
8042,1000
8043,1000
8044,1000
8045,1000
8046,1000
8050,1000
8051,100
8052,1000
8053,100
8056,100
8057,1000
8058,100
8059,1000
8060,100
8061,1000
8065,100
8066,100
8067,1000
8068,100
8070,500
8071,1000
8072,1000
8073,100
8074,1000
8075,1000
8076,1000
8077,100
8078,1000
8079,1000
8080,100
8081,1000
8084,1000
8085,1000
8086,100
8087,100
8088,1000
8089,1000
8090,1000
8091,1000
8092,100
8093,1000
8094,1000
8095,1000
8096,100
8097,1000
8098,100
8101,1000
8103,100
8104,1000
8105,1000
8107,1000
8108,100
8109,1000
8111,1000
8112,1000
8113,100
8114,1000
8115,1000
8117,1000
8118,100
8119,1000
8120,1000
8123,1000
8125,1000
8127,100
8128,1000
8129,100
8130,100
8131,100
8132,1000
8133,100
8134,1000
8135,1000
8136,100
8137,100
8138,1000
8139,1000
8140,100
8141,100
8142,1000
8143,1000
8144,1000
8145,1000
8146,1000
8147,100
8148,1000
8150,100
8151,100
8152,1000
8153,100
8154,100
8155,100
8157,1000
8158,1000
8159,100
8160,100
8163,1000
8165,100
8166,500
8167,100
8168,100
8170,100
8171,100
8173,1000
8174,100
8175,500
8178,1000
8179,100
8181,1000
8182,1000
8184,100
8185,100
8186,100
8190,100
8191,1000
8192,1000
8193,100
8194,100
8196,100
8198,100
8200,100
8201,1000
8202,1000
8203,100
8205,1000
8206,1000
8207,100
8208,1000
8209,1000
8211,1000
8214,100
8215,1000
8216,1000
8217,1000
8218,100
8219,100
8225,1000
8226,500
8227,100
8228,100
8229,500
8230,100
8233,1000
8236,1000
8237,100
8242,1000
8244,1000
8245,1000
8246,500
8247,1000
8248,100
8249,100
8251,100
8252,100
8253,100
8254,1000
8255,100
8256,500
8257,100
8258,100
8260,1000
8263,50
8266,1000
8267,100
8270,100
8273,100
8274,1000
8275,100
8276,100
8278,100
8279,100
8281,100
8282,100
8285,1000
8287,100
8289,100
8291,1000
8293,1000
8298,1000
8301,100
8303,1000
8304,1000
8306,100
8308,100
8309,1000
8316,100
8324,1000
8325,1000
8327,1000
8328,100
8331,1000
8332,1000
8333,1000
8334,1000
8336,100
8337,100
8338,100
8339,100
8341,1000
8342,1000
8343,1000
8344,1000
8345,100
8346,1000
8347,1000
8349,1000
8350,1000
8354,1000
8355,1000
8356,1000
8358,1000
8359,1000
8360,1000
8361,1000
8362,1000
8363,1000
8364,100
8365,1000
8366,1000
8367,1000
8368,1000
8369,1000
8372,1000
8374,1000
8375,100
8377,1000
8379,1000
8381,1000
8382,1000
8383,1000
8385,1000
8386,1000
8387,1000
8388,1000
8390,1000
8392,1000
8393,1000
8394,1000
8395,1000
8396,1000
8397,100
8398,1000
8399,100
8403,1000
8404,1000
8409,100
8411,100
8415,1000
8416,1000
8418,1000
8424,100
8425,100
8439,100
8458,100
8489,100
8493,100
8508,100
8511,100
8512,100
8513,1000
8514,1000
8515,50
8518,1000
8519,100
8520,100
8521,1000
8522,1000
8527,100
8528,1000
8529,1000
8530,1000
8536,1000
8537,1000
8540,1000
8541,1000
8542,1000
8543,1000
8544,1000
8545,1000
8550,1000
8551,100
8552,1000
8554,1000
8556,1000
8558,1000
8559,1000
8560,1000
8561,1000
8562,1000
8563,1000
8564,10
8566,100
8568,100
8570,100
8571,100
8572,10
8574,50
8577,100
8579,100
8584,1000
8585,500
8586,100
8588,1000
8589,500
8591,10
8593,10
8594,1000
8595,100
8596,1000
8597,10
8601,1000
8604,100
8606,1000
8607,1000
8609,1000
8613,100
8614,1000
8616,1000
8617,1000
8622,1000
8624,100
8625,1000
8628,100
8634,10
8640,50
8648,10
8657,10
8665,50
8666,10
8675,10
8678,100
8681,100
8682,100
8683,100
8685,1
8686,50
8689,10
8692,100
8699,100
8700,1000
8702,100
8705,100
8706,100
8707,100
8708,100
8710,50
8711,100
8725,100
8737,1000
8738,100
8740,100
8742,100
8744,100
8746,100
8747,1000
8749,100
8754,1000
8755,1000
8759,1000
8761,1000
8763,1000
8766,100
8769,10
8787,100
8793,100
8795,50
8801,1000
8802,1000
8803,500
8804,1000
8806,100
8809,100
8810,100
8815,1000
8818,100
8821,100
8830,1000
8833,100
8834,500
8835,1000
8836,1000
8838,1000
8839,1000
8840,1000
8841,100
8842,1000
8844,1000
8848,100
8850,500
8851,1000
8854,1000
8858,100
8860,100
8864,100
8866,100
8869,100
8870,10
8871,10
8872,100
8874,100
8875,100
8876,100
8877,100
8878,100
8879,100
8880,100
8881,100
8893,100
8894,100
8895,100
8897,100
8899,100
8905,100
8908,100
8917,100
8918,100
8919,100
8920,100
8927,100
8928,1000
8931,100
8935,100
8939,100
8951,1
8952,1
8953,1
8954,1
8955,1
8956,1
8957,1
8958,1
8959,1
8960,1
8961,1
8962,1
8963,1
8964,1
8966,1
8967,1
8968,1
8969,1
8970,1
8972,1
8973,1
8974,1
8975,1
8976,1
8977,1
8978,1
8979,1
8980,1
8981,1
8982,1
8983,1
8984,1
8985,1
8986,1
8987,1
8993,100
8996,1
